State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Haryana,Sirsa,Rabi,Irrigated,Pusa 1121; Khitish
Tamil Nadu,Salem,Early Rabi,Limited Irrigation,MTU-1061; Pusa 1509; MTU-1010
West Bengal,Uttar Dinajpur,Early Rabi,Rainfed,Gobindobhog; Ratna
Chhattisgarh,Bastar,Early Rabi,Irrigated,Improved Sabarmati; Vishnu Bhog; Pusa 1509
Tamil Nadu,Ramanathapuram,Kharif,Irrigated,MTU-1262; RNR 15048
Punjab,Muktsar,Early Rabi,Limited Irrigation,IR 64; GR 11; Ratna
Odisha,Balasore,Main Rabi,Irrigated,CR Dhan 801; Pusa 1121; Lunishree
Tamil Nadu,Cuddalore,Main Kharif,Irrigated,Samba Mahsuri (BPT-5204); CSR 27; MTU-1224
Tamil Nadu,Coimbatore,Late Kharif,Irrigated,Rasi; MTU-1121; PR 126
West Bengal,Hooghly,Summer (Hot Weather),Limited Irrigation,Satabdi; Jaya
Haryana,Karnal,Summer (Hot Weather),Irrigated,Khitish; IR 64; CSR 30
Uttar Pradesh,Azamgarh,Kharif,Rainfed,Nagina 22; Sahbhagi Dhan
West Bengal,Murshidabad,Late Kharif,Rainfed,CSR 43; Kalonunia
Tamil Nadu,Thanjavur,Summer,Limited Irrigation,CSR 36; Jaya; Khitish; CSR 30
Tamil Nadu,Pudukkottai,Kharif,Limited Irrigation,CR Dhan 40; MTU-1061
Assam,Sibsagar,Main Rabi,Limited Irrigation,Pusa 1509; Bora Rice
Tamil Nadu,Coimbatore,Summer (Hot Weather),Irrigated,Rasi; SR 26B
Chhattisgarh,Janjgir-Champa,Early Kharif,Irrigated,Samba Mahsuri (BPT-5204); PR 128; PAU 201
Bihar,Purba Champaran,Late Kharif,Irrigated,Samba Mahsuri-Sub1; MTU-1121
Andhra Pradesh,Kadapa,Kharif,Rainfed,Nagina 22; MCM-100
Karnataka,Mysore,Main Kharif,Irrigated,JGL 1798; PR 128; Swarna (MTU-7029)
West Bengal,Bardhaman,Rabi,Irrigated,Jaya; Tulaipanji
West Bengal,Darjeeling,Rabi,Irrigated,IR64-Sub1; Pusa 1121
Odisha,Koraput,Late Kharif,Irrigated,PR 128; PR 126
West Bengal,Jalpaiguri,Early Kharif,Limited Irrigation,Radhunipagal; Sahbhagi Dhan
Punjab,Moga,Early Kharif,Limited Irrigation,Surendra; Gayatri
Tamil Nadu,Ramanathapuram,Summer (Hot Weather),Irrigated,CSR 43; MCM-100
Jharkhand,Bokaro,Main Kharif,Limited Irrigation,CR Dhan 40; Konark
West Bengal,Bankura,Early Kharif,Irrigated,JGL 384; PR 130; HKR 47
Andhra Pradesh,Nellore,Summer,Limited Irrigation,Hamilton; CSR 27; MTU-1061
Punjab,Fazilka,Late Kharif,Limited Irrigation,Pusa Basmati 1121; Khandagiri
Punjab,Tarn Taran,Summer (Hot Weather),Limited Irrigation,IR 64; Ratna
Karnataka,Gadag,Rabi,Rainfed,Nagina 22; IR 64
Punjab,Fazilka,Summer,Irrigated,Khitish; CSR 30; Satabdi
Assam,Cachar,Late Kharif,Irrigated,PR 121; IR64-Sub1
West Bengal,Purba Medinipur,Early Rabi,Limited Irrigation,Ciherang-Sub1; MCM-100
Karnataka,Uttar Kannada,Rabi,Rainfed,Sahbhagi Dhan; Mysore Mallige
Assam,Kamrup,Main Kharif,Irrigated,Pusa 44; IR64-Sub1
Odisha,Bolangir,Late Kharif,Irrigated,PAU 201; JGL 1798; Pusa 44
Uttar Pradesh,Pratapgarh,Summer (Hot Weather),Irrigated,Boro varieties; Ratna; Taraori Basmati
West Bengal,Hooghly,Late Kharif,Limited Irrigation,IR64-Sub1; Mahanandi
Karnataka,Mandya,Main Rabi,Irrigated,Rasi; IR 64; Pusa 1509
Andhra Pradesh,Nellore,Main Kharif,Limited Irrigation,Pratiksha; CR Dhan 40
Uttar Pradesh,Siddharthnagar,Early Rabi,Irrigated,Taraori Basmati; Ratna; Rasi
Odisha,Cuttack,Late Kharif,Rainfed,Anjali; Birsa Vikas Dhan 110
Chhattisgarh,Mahasamund,Main Kharif,Limited Irrigation,Gayatri; Indira; Mahanandi
Odisha,Ganjam,Late Kharif,Irrigated,MTU-1262; SR 26B; IR64-Sub1
Andhra Pradesh,Krishna,Rabi,Irrigated,Jaya; MTU-1061
Haryana,Kaithal,Summer,Irrigated,CSR 30; Boro varieties
Karnataka,Mysore,Summer,Limited Irrigation,Rasi; Khitish
Uttar Pradesh,Pratapgarh,Late Kharif,Rainfed,Pratiksha; Surendra
Punjab,Barnala,Main Kharif,Irrigated,MTU-1262; PR 131
Punjab,Fazilka,Kharif,Limited Irrigation,Ranjit; Indira
Odisha,Puri,Rabi,Limited Irrigation,IR 64; Pusa 1509
Punjab,Barnala,Early Kharif,Rainfed,Udaya; Vandana
Punjab,SAS Nagar,Summer (Hot Weather),Limited Irrigation,Jaya; CSR 30
Jharkhand,Giridih,Late Kharif,Rainfed,Pooja; Birsa Vikas Dhan 109; Gayatri
Odisha,Bhadrak,Late Kharif,Rainfed,Nagina 22; Lunishree
Chhattisgarh,Kabirdham,Main Rabi,Limited Irrigation,MTU-1010; Jeeraphool; Jaya
Tamil Nadu,Tiruvarur,Early Rabi,Limited Irrigation,Khitish; Rasi; Lunishree
Assam,Jorhat,Summer,Irrigated,Joha Rice; Ratna; CR Dhan 801
Odisha,Bargarh,Rabi,Limited Irrigation,Improved Sabarmati; MCM-100
Bihar,Patna,Early Rabi,Limited Irrigation,Swarna-Sub1; Ciherang-Sub1; Satabdi
Karnataka,Dakshina Kannada,Main Rabi,Irrigated,CSR 30; Ratna; Pusa 1121
Jharkhand,Dhanbad,Summer,Limited Irrigation,IR 64; Improved Sabarmati; Ratna; CSR 30
Tamil Nadu,Tiruchirapalli,Summer (Hot Weather),Irrigated,Improved Sabarmati; Satabdi
Punjab,Gurdaspur,Summer (Hot Weather),Limited Irrigation,Taraori Basmati; Khitish; Pusa Basmati 1121
Chhattisgarh,Durg,Main Kharif,Limited Irrigation,Sahbhagi Dhan; Gayatri; Naveen
Punjab,Gurdaspur,Early Kharif,Irrigated,IR 64; HKR 47; Rasi
Tamil Nadu,Salem,Kharif,Rainfed,Swarna-Sub1; SR 26B
Chhattisgarh,Dhamtari,Summer,Irrigated,CSR 30; Jaya
Haryana,Jind,Early Rabi,Irrigated,Pusa 1121; IR 64
Chhattisgarh,All,Rabi,Limited Irrigation,Jaya; Pusa 1509; Ratna
Uttar Pradesh,Mau,Rabi,Irrigated,Taraori Basmati; Pusa 1509; Swarna
Assam,Nagaon,Summer,Irrigated,IR 64; Satabdi
Jharkhand,Dhanbad,Kharif,Limited Irrigation,Vandana; Lalat
Tamil Nadu,Southern Zone - Regional,Rabi,Limited Irrigation,CSR 27; Jaya; Pusa 1509; IR 64
Bihar,Gaya,Main Rabi,Irrigated,GR 11; Pusa 1121; Swarna
Andhra Pradesh,West Godavari,Late Kharif,Irrigated,Rasi; PR 126
Odisha,Sambalpur,Kharif,Rainfed,Hamilton; MCM-100; Pratiksha
Uttar Pradesh,Pilibhit,Summer (Hot Weather),Limited Irrigation,Satabdi; Boro varieties; IR 64
West Bengal,Dakshin Dinajpur,Kharif,Irrigated,CSR 43; PR 121
Uttar Pradesh,Sitapur,Main Rabi,Limited Irrigation,Pusa Basmati 1121; Rasi; Improved Sabarmati
Haryana,Yamunanagar,Kharif,Rainfed,Udaya; Virendra
Jharkhand,Purba Singhbhum,Early Rabi,Irrigated,Rasi; Satabdi
Tamil Nadu,Pudukkottai,Rabi,Limited Irrigation,CSR 36; SR 26B
Uttar Pradesh,Shahjahanpur,Summer,Limited Irrigation,Satabdi; Jaya
Punjab,Faridkot,Rabi,Limited Irrigation,GR 11; Improved Sabarmati; Khitish
Uttar Pradesh,Azamgarh,Late Kharif,Limited Irrigation,Sahbhagi Dhan; Pratiksha
Andhra Pradesh,Prakasam,Main Kharif,Limited Irrigation,Udaya; Anjali; Vandana
Chhattisgarh,Dhamtari,Early Rabi,Irrigated,IR 64; Improved Sabarmati; MTU-1010
Andhra Pradesh,Visakhapatnam,Kharif,Rainfed,CR Dhan 40; Indira Barani 1
Haryana,Panipat,Summer,Limited Irrigation,Jaya; CSR 30
Karnataka,Koppal,Main Kharif,Irrigated,Vijetha; PAU 201; Mysore Mallige
West Bengal,Bankura,Main Rabi,Rainfed,Nagina 22; Hamilton
Andhra Pradesh,Kadapa,Kharif,Irrigated,Swarna (MTU-7029); PR 130
Assam,Dibrugarh,Summer (Hot Weather),Limited Irrigation,Improved Sabarmati; Boro varieties
Andhra Pradesh,Guntur,Summer (Hot Weather),Limited Irrigation,SR 26B; Ratna; Improved Sabarmati
West Bengal,Paschim Medinipur,Late Kharif,Irrigated,PR 130; Tulaipanji
Assam,Nagaon,Kharif,Limited Irrigation,Konark; Lalat
Haryana,Panipat,Early Rabi,Irrigated,Ratna; GR 11
Haryana,Ambala,Early Rabi,Limited Irrigation,IR 64; Jaya; Swarna
Bihar,Purba Champaran,Early Kharif,Irrigated,MTU-1010; RNR 15048
Karnataka,Mysore,Late Kharif,Rainfed,Nagina 22; Sahbhagi Dhan
Andhra Pradesh,Kurnool,Kharif,Irrigated,PR 128; Rasi
Tamil Nadu,Sivaganga,Kharif,Rainfed,Gayatri; Sahbhagi Dhan
Karnataka,Mandya,Late Kharif,Irrigated,Jeerige Sanna; MTU-1262
Karnataka,Bellary,Main Kharif,Limited Irrigation,Khandagiri; Surendra
Chhattisgarh,Bastar,Early Kharif,Irrigated,Vijetha; Pusa 44; Rasi
Chhattisgarh,Raipur,Rabi,Limited Irrigation,Jeeraphool; Badshah Bhog; IR 64; MTU-1010
Tamil Nadu,Thoothukudi,Main Kharif,Rainfed,Indira; Birsa Vikas Dhan 110
Tamil Nadu,Kanyakumari,Main Kharif,Limited Irrigation,Pooja; Vandana; CSR 36
Uttar Pradesh,Sant Ravidas Nagar,Early Kharif,Rainfed,Adamchini; Birsa Vikas Dhan 109; Virendra
Haryana,Sirsa,Summer (Hot Weather),Irrigated,Boro varieties; CSR 30; Jaya
Odisha,Cuttack,Main Kharif,Limited Irrigation,Surendra; Pooja
Odisha,Jagatsinghpur,Late Kharif,Irrigated,CSR 36; JGL 384; CSR 27
Tamil Nadu,Pudukkottai,Rabi,Irrigated,MCM-100; Ratna; Pusa 1121
Haryana,Yamunanagar,Summer,Limited Irrigation,Rasi; Ratna; Boro varieties
Bihar,Gopalganj,Early Kharif,Rainfed,Virendra; CR Dhan 40
Bihar,Samastipur,Early Rabi,Irrigated,Rasi; Improved Sabarmati
Bihar,Rohtas,Summer,Limited Irrigation,Ratna; Ciherang-Sub1; Rasi; Jaya
Chhattisgarh,Surguja,Kharif,Rainfed,Dubraj; Birsa Vikas Dhan 110; Udaya
Karnataka,Dakshina Kannada,Kharif,Irrigated,PR 121; JGL 1798
Tamil Nadu,Southern Zone - Regional,Kharif,Limited Irrigation,Pratiksha; Lunishree; Mahanandi; CSR 27
West Bengal,North 24 Parganas,Main Kharif,Limited Irrigation,Samba Mahsuri-Sub1; Kataribhog
Tamil Nadu,Thoothukudi,Rabi,Limited Irrigation,Improved Sabarmati; IR 64
Punjab,Moga,Summer,Irrigated,Punjab Basmati 7; Satabdi; CSR 30; Boro varieties
Haryana,Hisar,Main Kharif,Limited Irrigation,Anjali; Swarna-Sub1
Bihar,Darbhanga,Summer (Hot Weather),Irrigated,Khitish; Ciherang-Sub1
Andhra Pradesh,Kurnool,Early Kharif,Limited Irrigation,Annada; Naveen
Odisha,Koraput,Late Kharif,Limited Irrigation,Pratiksha; CSR 36
Assam,Kamrup,Early Rabi,Irrigated,Rasi; MTU-1010; CR Dhan 801
Chhattisgarh,Rajnandgaon,Early Rabi,Irrigated,Khitish; Satabdi
Bihar,Paschim Champaran,Late Kharif,Rainfed,Pooja; Birsa Vikas Dhan 110
West Bengal,Bankura,Main Kharif,Rainfed,SR 26B; Lalat; MCM-100
Andhra Pradesh,East Godavari,Summer (Hot Weather),Irrigated,Hamilton; Rasi; CSR 27
Andhra Pradesh,Kadapa,Early Rabi,Rainfed,IR 64; Pusa 1121; Pusa 1509
Chhattisgarh,Korba,Kharif,Rainfed,Mahanandi; Pratiksha; Annada
Chhattisgarh,Raigarh,Rabi,Irrigated,Swarna; Jeeraphool
Punjab,Patiala,Late Kharif,Rainfed,Swarna-Sub1; Naveen; Saket 4
West Bengal,Purulia,Main Kharif,Limited Irrigation,Indira; Ranjit
Haryana,Kurukshetra,Rabi,Limited Irrigation,MTU-1010; Pusa 1121
Karnataka,Koppal,Rabi,Limited Irrigation,Satabdi; Improved Sabarmati; Jeerige Sanna
Tamil Nadu,Nagapattinam,Summer,Limited Irrigation,Jaya; Boro varieties; Ratna; Rasi
Bihar,Purnia,Kharif,Irrigated,Vijetha; JGL 384; Samba Mahsuri-Sub1
Jharkhand,Dhanbad,Summer,Irrigated,Rasi; Jaya
Punjab,Bathinda,Rabi,Irrigated,Swarna; Punjab Basmati 7
Assam,Kokrajhar,Summer,Irrigated,Bora Rice; Improved Sabarmati
Punjab,SAS Nagar,Summer (Hot Weather),Irrigated,Satabdi; Ratna; Khitish
West Bengal,Malda,Rabi,Irrigated,Radhunipagal; GR 11; MCM-100
Karnataka,Tumkur,Early Kharif,Irrigated,IR 64; Pusa 44; HKR 47
West Bengal,Purulia,Early Kharif,Limited Irrigation,Hamilton; Naveen; Ranjit
Jharkhand,Hazaribagh,Summer,Irrigated,Boro varieties; CSR 30; Ratna; Satabdi
Jharkhand,Ranchi,Summer (Hot Weather),Limited Irrigation,IR 64; Ratna; Satabdi
Jharkhand,Dhanbad,Kharif,Irrigated,PAU 201; RNR 15048; PR 130; HKR 47
Andhra Pradesh,East Godavari,Kharif,Limited Irrigation,Indira; MCM-100
Uttar Pradesh,Ballia,Summer,Limited Irrigation,Khitish; Rasi
West Bengal,Malda,Main Rabi,Limited Irrigation,Samba Mahsuri-Sub1; Kalonunia; SR 26B
West Bengal,Hooghly,Summer (Hot Weather),Limited Irrigation,Tulaipanji; CSR 43; SR 26B
Uttar Pradesh,Maharajganj,Late Kharif,Rainfed,Indira; Khandagiri; CR Dhan 40
Uttar Pradesh,Jaunpur,Kharif,Limited Irrigation,Vandana; Indira; Taraori Basmati; Pooja
Tamil Nadu,Tiruvarur,Kharif,Irrigated,Vijetha; Rasi; JGL 1798; JGL 384
Bihar,Begusarai,Main Kharif,Rainfed,Pratiksha; Indira
Assam,Bongaigaon,Main Kharif,Limited Irrigation,Sahbhagi Dhan; Vandana; Surendra
West Bengal,Howrah,Main Rabi,Irrigated,MTU-1061; Satabdi; Hamilton
Chhattisgarh,Surguja,Early Rabi,Limited Irrigation,Dubraj; Ratna; CSR 30
Tamil Nadu,Tiruvarur,Early Rabi,Irrigated,Satabdi; GR 11; Jaya
Bihar,Begusarai,Early Kharif,Irrigated,MTU-1318; Samba Mahsuri (BPT-5204)
Punjab,SBS Nagar,Late Kharif,Irrigated,PR 131; PR 130; JGL 1798
Chhattisgarh,Kanker,Main Kharif,Irrigated,MTU-1224; Rasi; MTU-1318
Uttar Pradesh,Barabanki,Summer (Hot Weather),Limited Irrigation,Khitish; Taraori Basmati
Uttar Pradesh,Azamgarh,Late Kharif,Rainfed,Surendra; Adamchini
Bihar,Bhagalpur,Rabi,Limited Irrigation,Ratna; Improved Sabarmati
Jharkhand,Paschim Singhbhum,Kharif,Rainfed,Konark; Nagina 22; Vandana; Pooja
Punjab,Moga,Kharif,Irrigated,PR 126; PR 131
Haryana,Fatehabad,Early Kharif,Irrigated,PR 128; Samba Mahsuri (BPT-5204); HKR 47
Punjab,Mansa,Summer (Hot Weather),Irrigated,Punjab Basmati 7; Improved Sabarmati; Satabdi
Bihar,Bhagalpur,Early Kharif,Rainfed,Surendra; Saket 4
Assam,Sibsagar,Early Kharif,Rainfed,Pooja; Swarna-Sub1
Uttar Pradesh,Barabanki,Main Kharif,Rainfed,Lalat; Vandana
West Bengal,Hooghly,Early Kharif,Irrigated,PR 130; MTU-1224; CSR 43
Tamil Nadu,Sivaganga,Main Rabi,Rainfed,GR 11; Satabdi; Khitish
Uttar Pradesh,Faizabad,Main Rabi,Limited Irrigation,Ratna; Pusa 1121; Kala Namak
Haryana,Sirsa,Early Kharif,Limited Irrigation,Swarna-Sub1; Konark
Jharkhand,Paschim Singhbhum,Main Kharif,Limited Irrigation,Gayatri; Swarna-Sub1; Ranjit
Bihar,Aurangabad,Rabi,Limited Irrigation,Pusa 1121; CR Dhan 801
Bihar,Gaya,Main Kharif,Rainfed,Khandagiri; Pooja; Sahbhagi Dhan
Assam,Kokrajhar,Main Kharif,Rainfed,Indira Barani 1; Udaya
Odisha,Kalahandi,Early Rabi,Limited Irrigation,CR Dhan 801; Khitish; Hamilton
Assam,Dibrugarh,Summer,Irrigated,CR Dhan 801; Swarna-Sub1; Bora Rice
Haryana,Kaithal,Early Kharif,Limited Irrigation,Swarna-Sub1; Gayatri; Mahanandi
Haryana,Hisar,Summer (Hot Weather),Limited Irrigation,Jaya; Satabdi
Assam,Jorhat,Late Kharif,Limited Irrigation,Swarna-Sub1; Khandagiri; Udaya
Bihar,Purba Champaran,Summer,Irrigated,IR64-Sub1; Samba Mahsuri-Sub1; Rasi
Tamil Nadu,Tiruchirapalli,Late Kharif,Irrigated,RNR 15048; Rasi
Bihar,Gopalganj,Summer (Hot Weather),Irrigated,CR Dhan 801; Ratna; CSR 30
Andhra Pradesh,Anantapur,Early Rabi,Irrigated,Khitish; CSR 30
Uttar Pradesh,Barabanki,Main Kharif,Rainfed,Indira; Indira Barani 1; Annada
Punjab,SBS Nagar,Summer,Limited Irrigation,Rasi; Punjab Basmati 7
Haryana,Ambala,Early Kharif,Limited Irrigation,Pooja; Udaya
Karnataka,Raichur,Early Rabi,Irrigated,MTU-1010; Jaya
Karnataka,Tumkur,Early Kharif,Rainfed,Naveen; Anjali
West Bengal,North 24 Parganas,Early Rabi,Limited Irrigation,Satabdi; MTU-1061
Karnataka,Koppal,Rabi,Irrigated,Khitish; GR 11; Satabdi
Karnataka,Kodagu,Main Rabi,Rainfed,Indira Barani 1; Saket 4
Odisha,Ganjam,Early Kharif,Irrigated,Swarna (MTU-7029); Hamilton; MTU-1318
Haryana,Fatehabad,Kharif,Irrigated,BPT-2231; PR 128; Vijetha; MTU-1010
Tamil Nadu,Erode,Early Rabi,Rainfed,Virendra; Birsa Vikas Dhan 109
Uttar Pradesh,Chandauli,Kharif,Irrigated,PR 126; JGL 1798; PR 121
Punjab,Tarn Taran,Early Kharif,Irrigated,JGL 384; Sumati; HKR 47
Assam,Sibsagar,Early Rabi,Irrigated,IR64-Sub1; Satabdi
Punjab,Mansa,Summer (Hot Weather),Limited Irrigation,Ratna; Punjab Basmati 7; Khitish
Karnataka,Mysore,Main Rabi,Irrigated,Mysore Mallige; Rasi; GR 11
Uttar Pradesh,North-Western Plains - Regional,Summer,Limited Irrigation,Jaya; Adamchini; Ratna; Taraori Basmati
West Bengal,Bardhaman,Late Kharif,Limited Irrigation,Anjali; Ciherang-Sub1
Odisha,Balasore,Early Kharif,Limited Irrigation,Naveen; Swarna-Sub1; Lunishree
Punjab,Fazilka,Kharif,Limited Irrigation,Lalat; Udaya; Taraori Basmati
Andhra Pradesh,Vizianagaram,Kharif,Rainfed,Lunishree; CSR 36
Uttar Pradesh,Gorakhpur,Main Rabi,Limited Irrigation,Adamchini; Rasi
Karnataka,Shimoga,Early Kharif,Rainfed,Pooja; Birsa Vikas Dhan 109
Karnataka,Uttar Kannada,Kharif,Irrigated,HKR 47; Mahsuri
Bihar,Gopalganj,Kharif,Rainfed,Anjali; Virendra; Birsa Vikas Dhan 109; Vandana
Uttar Pradesh,Ballia,Main Kharif,Rainfed,Indira; Swarna-Sub1; Pusa Basmati 1121
Punjab,Amritsar,Kharif,Rainfed,CR Dhan 40; Indira
West Bengal,Malda,Summer,Limited Irrigation,MTU-1061; Khitish; Samba Mahsuri-Sub1
Assam,Kokrajhar,Early Kharif,Limited Irrigation,Ranjit; Sahbhagi Dhan; Khandagiri
Andhra Pradesh,All,Rabi,Rainfed,Khitish; CSR 43; Nagina 22
West Bengal,Dakshin Dinajpur,Early Rabi,Rainfed,Kataribhog; MTU-1061; Tulaipanji
Karnataka,Dakshina Kannada,Kharif,Limited Irrigation,Naveen; Udaya; Gayatri
Bihar,Purnia,Rabi,Limited Irrigation,IR 64; GR 11
Punjab,Gurdaspur,Early Rabi,Irrigated,IR 64; CSR 30; Jaya
West Bengal,Bardhaman,Kharif,Limited Irrigation,Kataribhog; Ranjit
Jharkhand,Hazaribagh,Summer,Limited Irrigation,Boro varieties; Jaya; Rasi
Odisha,Sambalpur,Kharif,Rainfed,Indira; Sahbhagi Dhan
Haryana,Sirsa,Rabi,Irrigated,Rasi; CSR 30; Jaya; Swarna
Assam,Kamrup,Early Rabi,Limited Irrigation,MTU-1010; Ciherang-Sub1; Improved Sabarmati
Andhra Pradesh,Vizianagaram,Summer,Limited Irrigation,Rasi; MCM-100
Karnataka,Shimoga,Main Kharif,Irrigated,Jeerige Sanna; Samba Mahsuri (BPT-5204)
Haryana,Jind,Summer,Irrigated,CSR 30; Khitish; Ratna; Boro varieties
Karnataka,Kodagu,Early Rabi,Limited Irrigation,Mysore Mallige; Pusa 1509; Ratna
Punjab,Faridkot,Kharif,Rainfed,Vandana; Gayatri; Saket 4
Bihar,Gopalganj,Kharif,Irrigated,PR 121; Mahsuri; IR 64; Sumati
Karnataka,Uttar Kannada,Summer,Irrigated,Jaya; Improved Sabarmati
Odisha,Balasore,Rabi,Irrigated,Khitish; Pusa 1121
Assam,Dhubri,Early Rabi,Limited Irrigation,Kola Joha; MTU-1010
Tamil Nadu,Nagapattinam,Main Rabi,Limited Irrigation,Jaya; Swarna
Haryana,Yamunanagar,Late Kharif,Limited Irrigation,Gayatri; Ranjit; Anjali
Karnataka,Bellary,Summer,Irrigated,Improved Sabarmati; Boro varieties; Jeerige Sanna
West Bengal,Howrah,Main Rabi,Rainfed,SR 26B; CSR 36; Saket 4
Punjab,Sangrur,Late Kharif,Rainfed,Pratiksha; Annada; Pooja
Karnataka,Dakshina Kannada,Kharif,Irrigated,PAU 201; PR 128
Chhattisgarh,Korba,Main Kharif,Rainfed,Udaya; Indira Barani 1
Karnataka,Dakshina Kannada,Rabi,Irrigated,Pusa 1121; GR 11; Mysore Mallige
Uttar Pradesh,Azamgarh,Early Kharif,Limited Irrigation,Swarna-Sub1; Konark
Bihar,Paschim Champaran,Rabi,Limited Irrigation,Khitish; Rasi; IR64-Sub1
Tamil Nadu,Salem,Early Kharif,Rainfed,Nagina 22; Pooja
Karnataka,Uttar Kannada,Kharif,Irrigated,Vijetha; Pusa 44; BPT-2231; Sumati
Uttar Pradesh,Barabanki,Summer (Hot Weather),Irrigated,CSR 30; Satabdi
Odisha,Nuapada,Early Rabi,Irrigated,Pusa 1509; Samba Mahsuri-Sub1; CSR 27
Assam,Kamrup,Kharif,Irrigated,Ciherang-Sub1; CR Dhan 801
Andhra Pradesh,Prakasam,Main Rabi,Rainfed,MTU-1010; Saket 4; MCM-100
West Bengal,South 24 Parganas,Summer (Hot Weather),Irrigated,Hamilton; Jaya
Chhattisgarh,Durg,Summer,Limited Irrigation,Ratna; Khitish
Chhattisgarh,Sukma,Summer (Hot Weather),Irrigated,Satabdi; Improved Sabarmati; CSR 30
Bihar,Purnia,Summer,Limited Irrigation,IR64-Sub1; CR Dhan 801
Punjab,Ferozepur,Early Rabi,Limited Irrigation,Pusa 1509; MTU-1010
Uttar Pradesh,Bareilly,Early Rabi,Irrigated,Rasi; Jaya
Bihar,North-Eastern Plains - Regional,Kharif,Rainfed,Gayatri; Virendra; Vandana; Surendra
Andhra Pradesh,Guntur,Summer,Irrigated,Lunishree; CSR 43
Karnataka,Shimoga,Summer,Irrigated,CSR 30; Jeerige Sanna
Karnataka,Tumkur,Main Kharif,Limited Irrigation,Gayatri; Pooja; Annada
Uttar Pradesh,Jaunpur,Summer,Limited Irrigation,Rasi; Jaya
Andhra Pradesh,Visakhapatnam,Main Rabi,Limited Irrigation,Hamilton; Swarna; Rasi
Bihar,Khagaria,Early Rabi,Limited Irrigation,Swarna-Sub1; CR Dhan 801; Jaya
Chhattisgarh,Janjgir-Champa,Kharif,Rainfed,Konark; Lalat
Chhattisgarh,Rajnandgaon,Early Rabi,Limited Irrigation,Rasi; Badshah Bhog; Vishnu Bhog
Jharkhand,Deoghar,Kharif,Limited Irrigation,Pooja; Sahbhagi Dhan
Haryana,Panipat,Main Kharif,Irrigated,Rasi; RNR 15048
Bihar,Rohtas,Rabi,Limited Irrigation,Ratna; CR Dhan 801; CSR 30
Tamil Nadu,Tiruvarur,Main Kharif,Irrigated,Samba Mahsuri (BPT-5204); CSR 36; MTU-1121
Tamil Nadu,Erode,Main Rabi,Rainfed,MTU-1010; MCM-100; Satabdi
Haryana,Sirsa,Late Kharif,Limited Irrigation,Pooja; Anjali; Sahbhagi Dhan
Tamil Nadu,Coimbatore,Main Rabi,Irrigated,MCM-100; Swarna; MTU-1010
Bihar,Purba Champaran,Late Kharif,Rainfed,Naveen; Nagina 22
Odisha,Ganjam,Summer (Hot Weather),Irrigated,Boro varieties; Rasi; CSR 36
Punjab,Tarn Taran,Early Kharif,Irrigated,Pusa Basmati 1121; Taraori Basmati; PR 121
Bihar,Darbhanga,Kharif,Irrigated,HKR 47; Ciherang-Sub1
Karnataka,Bellary,Rabi,Irrigated,Mysore Mallige; Ratna
Odisha,Bhadrak,Kharif,Limited Irrigation,Indira; CR Dhan 40
Uttar Pradesh,Barabanki,Rabi,Irrigated,GR 11; Adamchini
Jharkhand,Lohardaga,Kharif,Irrigated,HKR 47; MTU-1224
Uttar Pradesh,Shahjahanpur,Main Rabi,Irrigated,Adamchini; Pusa 1121; Khitish
Odisha,Kendrapara,Summer (Hot Weather),Irrigated,Improved Sabarmati; Lunishree
West Bengal,Bardhaman,Rabi,Limited Irrigation,Radhunipagal; CSR 27
Odisha,Kalahandi,Early Kharif,Rainfed,Konark; Udaya
Chhattisgarh,Mahasamund,Main Rabi,Irrigated,Pusa 1121; CSR 30
Punjab,Malerkotla,Kharif,Limited Irrigation,Vandana; Surendra
Chhattisgarh,Kabirdham,Main Rabi,Irrigated,Rasi; Khitish; Pusa 1509
Tamil Nadu,Tiruchirapalli,Kharif,Limited Irrigation,CSR 43; Gayatri; Indira; Ranjit
Assam,Sibsagar,Summer,Limited Irrigation,Samba Mahsuri-Sub1; Satabdi
Chhattisgarh,Janjgir-Champa,Kharif,Limited Irrigation,Ranjit; Konark; Vishnu Bhog; Naveen
Jharkhand,Gumla,Summer,Limited Irrigation,Jaya; Rasi; Satabdi; Boro varieties
Uttar Pradesh,Bareilly,Late Kharif,Irrigated,Taraori Basmati; PR 131
Haryana,Sirsa,Kharif,Limited Irrigation,Surendra; Khandagiri; Mahanandi
Odisha,Bargarh,Main Rabi,Limited Irrigation,Satabdi; CSR 36; Khitish
Jharkhand,Lohardaga,Main Kharif,Irrigated,PR 131; HKR 47
Tamil Nadu,Cuddalore,Rabi,Irrigated,Improved Sabarmati; IR 64
Assam,Darrang,Main Rabi,Irrigated,MTU-1010; Kola Joha
Punjab,Patiala,Late Kharif,Rainfed,Indira; Punjab Basmati 7; Khandagiri
Karnataka,Uttar Kannada,Rabi,Rainfed,Improved Sabarmati; Anjali
West Bengal,Bardhaman,Early Kharif,Limited Irrigation,CSR 27; Udaya
Chhattisgarh,Kabirdham,Main Rabi,Irrigated,Pusa 1121; Badshah Bhog
Karnataka,Mandya,Main Rabi,Limited Irrigation,IR 64; Rasi
Chhattisgarh,Sukma,Early Rabi,Limited Irrigation,Rasi; Khitish; Jaya
