State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Uttar Pradesh,Gautam Buddha Nagar,Early Kharif,Rainfed,Pusa HM-9 Improved; Prakash; Amber; Chandramani
Uttar Pradesh,Gautam Buddha Nagar,Early Kharif,Limited Irrigation,KMH-3426; Prakash; Him 123; Agraj
Uttar Pradesh,Gautam Buddha Nagar,Main Kharif,Irrigated,KMH-3426; COH(M) 8; HQPM-7; Jawahar
Uttar Pradesh,Gautam Buddha Nagar,Main Kharif,Rainfed,KMH-3426; Pratap Hybrid Maize-1
Uttar Pradesh,Gautam Buddha Nagar,Main Kharif,Limited Irrigation,KMH-3426; MMH 133
Uttar Pradesh,Gautam Buddha Nagar,Late Kharif,Irrigated,Pusa HM-9 Improved; PMH-3; DMRH-1308; Partap Kanchan-2
Uttar Pradesh,Gautam Buddha Nagar,Late Kharif,Rainfed,KMH-3426; NMH-731; Diyara Composite; Gujarat Makai-6
Uttar Pradesh,Gautam Buddha Nagar,Late Kharif,Limited Irrigation,KMH-3426; PMH-3; Prakash; Rattan
Uttar Pradesh,Gautam Buddha Nagar,Early Rabi,Irrigated,Pusa HM-9 Improved; Aadarsh 3636; CO 6
Uttar Pradesh,Gautam Buddha Nagar,Early Rabi,Rainfed,Pusa HM-9 Improved; CT 1188
Uttar Pradesh,Gautam Buddha Nagar,Early Rabi,Limited Irrigation,HM-10; CT 1188
Uttar Pradesh,Gautam Buddha Nagar,Main Rabi,Irrigated,Pusa HM-9 Improved; Kanchan; DMRH-1308
Uttar Pradesh,Gautam Buddha Nagar,Main Rabi,Rainfed,Pusa HM-9 Improved; HM 4
Uttar Pradesh,Gautam Buddha Nagar,Main Rabi,Limited Irrigation,KMH-3426; DHM 115
Uttar Pradesh,Gautam Buddha Nagar,Late Rabi,Irrigated,HM-10; Kaushal 3339; CO 6
Uttar Pradesh,Gautam Buddha Nagar,Late Rabi,Rainfed,Pusa HM-9 Improved; Raakhi 1899; Diyara Composite; Ganga Hybrid-101
Uttar Pradesh,Gautam Buddha Nagar,Late Rabi,Limited Irrigation,KMH-3426; Kaushal 3339
Uttar Pradesh,Bulandshahr,Kharif,Irrigated,KMH-218 Plus; CO 6
Uttar Pradesh,Bulandshahr,Kharif,Rainfed,KMH-218 Plus; CO 6; Amber
Uttar Pradesh,Bulandshahr,Kharif,Limited Irrigation,Pusa HM-9 Improved; Bisco 855
Uttar Pradesh,Bulandshahr,Rabi,Irrigated,HM-10; Kaushal 3339; P2848W; Pioneer 3342
Uttar Pradesh,Bulandshahr,Rabi,Rainfed,Pusa HM-9 Improved; DMRH-1308; Vijay; MM 9344
Uttar Pradesh,Bulandshahr,Rabi,Limited Irrigation,HM-10; Kaushal 3339
Uttar Pradesh,Bulandshahr,Summer,Irrigated,HM-10; P2809W; CO 6
Uttar Pradesh,Bulandshahr,Summer,Rainfed,KMH-3426; P2848W
Uttar Pradesh,Bulandshahr,Summer,Limited Irrigation,KMH-3426; P2848W; Prakash; DMRH-1305
Uttar Pradesh,Bulandshahr,Early Kharif,Irrigated,Pusa HM-9 Improved; Early Composite; HQPM-7; COH(M) 8
Uttar Pradesh,Bulandshahr,Early Kharif,Rainfed,KMH-3426; Prakash
Uttar Pradesh,Bulandshahr,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Prakash; Malwa King; Ganga Hybrid-1
Uttar Pradesh,Bulandshahr,Main Kharif,Irrigated,KMH-3426; NMH-803
Uttar Pradesh,Bulandshahr,Main Kharif,Rainfed,KMH-218 Plus; Pusa HM-9 Improved; Aadarsh 3636; Shaktiman-4
Uttar Pradesh,Bulandshahr,Main Kharif,Limited Irrigation,KMH-3426; Amber; Malwa King
Uttar Pradesh,Bulandshahr,Late Kharif,Irrigated,KMH-218 Plus; NMH-731
Uttar Pradesh,Bulandshahr,Late Kharif,Rainfed,KMH-218 Plus; NMH-731
Uttar Pradesh,Bulandshahr,Late Kharif,Limited Irrigation,KMH-218 Plus; PMH-3
Uttar Pradesh,Bulandshahr,Early Rabi,Irrigated,Pusa HM-9 Improved; P2809W
Uttar Pradesh,Bulandshahr,Early Rabi,Rainfed,KMH-3426; P2809W
Uttar Pradesh,Bulandshahr,Early Rabi,Limited Irrigation,Pusa HM-9 Improved; CT 1188; DMRH-1305
Uttar Pradesh,Bulandshahr,Main Rabi,Irrigated,HM-10; Madhuri; DMRH-1308; CP 988
Uttar Pradesh,Bulandshahr,Main Rabi,Rainfed,HM-10; Jawahar
Uttar Pradesh,Bulandshahr,Main Rabi,Limited Irrigation,HM-10; Bio-22027
Uttar Pradesh,Bulandshahr,Late Rabi,Irrigated,Pusa HM-9 Improved; Raakhi 1899
Uttar Pradesh,Bulandshahr,Late Rabi,Rainfed,HM-10; Kaushal 3339; Amber; DMRH-1308
Uttar Pradesh,Bulandshahr,Late Rabi,Limited Irrigation,KMH-3426; Raakhi 1899; Prakash; DMRH-1305
Uttar Pradesh,Aligarh,Kharif,Irrigated,KMH-218 Plus; DMRH-1301; HQPM-7
Uttar Pradesh,Aligarh,Kharif,Rainfed,KMH-3426; Bisco 855; Vijay; HQPM-5
Uttar Pradesh,Aligarh,Kharif,Limited Irrigation,KMH-218 Plus; CO 6
Uttar Pradesh,Aligarh,Rabi,Irrigated,HM-10; CT 7722; CO 6
Uttar Pradesh,Aligarh,Rabi,Rainfed,KMH-218 Plus; CT 7722; Vijay
Uttar Pradesh,Aligarh,Rabi,Limited Irrigation,Pusa HM-9 Improved; DMRH-1308; Him 123; Gujarat Makai-6
Uttar Pradesh,Aligarh,Summer,Irrigated,KMH-3426; Sugar 75
Uttar Pradesh,Aligarh,Summer,Rainfed,HM-10; P2809W
Uttar Pradesh,Aligarh,Summer,Limited Irrigation,KMH-218 Plus; Sugar 75
Uttar Pradesh,Aligarh,Early Kharif,Irrigated,KMH-218 Plus; Pusa Extra Early Hybrid Makka-5; HQPM-7; Pusa Bio fortified Maize Hybrid-4
Uttar Pradesh,Aligarh,Early Kharif,Rainfed,HM-10; Prakash
Uttar Pradesh,Aligarh,Early Kharif,Limited Irrigation,KMH-3426; Prakash; DMRH-1305
Uttar Pradesh,Aligarh,Main Kharif,Irrigated,KMH-3426; Paravati; DMRH-1308; KMH-3426
Uttar Pradesh,Aligarh,Main Kharif,Rainfed,HM-10; PEH-1
Uttar Pradesh,Aligarh,Main Kharif,Limited Irrigation,Pusa HM-9 Improved; MMH 133; Prakash
Uttar Pradesh,Aligarh,Late Kharif,Irrigated,KMH-218 Plus; PMH-3; CO 6
Uttar Pradesh,Aligarh,Late Kharif,Rainfed,HM-10; PMH-3; Amber; Shaktiman-1
Uttar Pradesh,Aligarh,Late Kharif,Limited Irrigation,KMH-218 Plus; NMH-731
Uttar Pradesh,Aligarh,Early Rabi,Irrigated,KMH-218 Plus; P2809W; DMRH-1308
Uttar Pradesh,Aligarh,Early Rabi,Rainfed,KMH-218 Plus; P2809W
Uttar Pradesh,Aligarh,Early Rabi,Limited Irrigation,Pusa HM-9 Improved; Aadarsh 3636
Uttar Pradesh,Aligarh,Main Rabi,Irrigated,Pusa HM-9 Improved; CP 999
Uttar Pradesh,Aligarh,Main Rabi,Rainfed,KMH-3426; Bio-22027; Aadarsh 3636
Uttar Pradesh,Aligarh,Main Rabi,Limited Irrigation,KMH-218 Plus; P3506W; Prakash; Malwa King
Uttar Pradesh,Aligarh,Late Rabi,Irrigated,KMH-218 Plus; Raakhi 1899; DMRH-1308
Uttar Pradesh,Aligarh,Late Rabi,Rainfed,KMH-218 Plus; Kaushal 3339; Vijay
Uttar Pradesh,Aligarh,Late Rabi,Limited Irrigation,KMH-218 Plus; CT 7722; DMRH-1305
Uttar Pradesh,Mathura,Kharif,Irrigated,HM-10; MM 9344; P2848W
Uttar Pradesh,Mathura,Kharif,Rainfed,Pusa HM-9 Improved; CO 6; Vijay
Uttar Pradesh,Mathura,Kharif,Limited Irrigation,Pusa HM-9 Improved; CO 6; Prakash; MMH 133
Uttar Pradesh,Mathura,Rabi,Irrigated,Pusa HM-9 Improved; P2848W; CO 6; HQPM-7
Uttar Pradesh,Mathura,Rabi,Rainfed,KMH-218 Plus; DMRH-1308; Diyara Composite; Ganga Hybrid-1
Uttar Pradesh,Mathura,Rabi,Limited Irrigation,KMH-3426; P2848W
Uttar Pradesh,Mathura,Summer,Irrigated,Pusa HM-9 Improved; Hi-Starch
Uttar Pradesh,Mathura,Summer,Rainfed,KMH-3426; P2809W; Diyara Composite
Uttar Pradesh,Mathura,Summer,Limited Irrigation,KMH-3426; Sugar 75; Malwa King; Ganga-5
Uttar Pradesh,Mathura,Early Kharif,Irrigated,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Mathura,Early Kharif,Rainfed,KMH-218 Plus; Prakash; Vijay
Uttar Pradesh,Mathura,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Mathura,Main Kharif,Irrigated,KMH-218 Plus; KMH-3426
Uttar Pradesh,Mathura,Main Kharif,Rainfed,KMH-218 Plus; Bisco 555; Diyara Composite; MM 9344
Uttar Pradesh,Mathura,Main Kharif,Limited Irrigation,KMH-218 Plus; Ganga-4; Prakash; Prakash
Uttar Pradesh,Mathura,Late Kharif,Irrigated,KMH-218 Plus; Late varieties
Uttar Pradesh,Mathura,Late Kharif,Rainfed,Pusa HM-9 Improved; PMH-3; Aadarsh 3636
Uttar Pradesh,Mathura,Late Kharif,Limited Irrigation,Pusa HM-9 Improved; Late varieties; Him 123; COH(M) 8
Uttar Pradesh,Mathura,Early Rabi,Irrigated,HM-10; P2809W; CO 6; Shaktiman-2
Uttar Pradesh,Mathura,Early Rabi,Rainfed,Pusa HM-9 Improved; CT 1188; Vijay
Uttar Pradesh,Mathura,Early Rabi,Limited Irrigation,KMH-3426; P2809W; DMRH-1305
Uttar Pradesh,Mathura,Main Rabi,Irrigated,HM-10; Pratap Hybrid Maize-1; DMRH-1308
Uttar Pradesh,Mathura,Main Rabi,Rainfed,HM-10; Kanchan; Amber; HM-10
Uttar Pradesh,Mathura,Main Rabi,Limited Irrigation,KMH-218 Plus; Madhuri; DMRH-1305
Uttar Pradesh,Mathura,Late Rabi,Irrigated,KMH-3426; Kaushal 3339; DMRH-1308
Uttar Pradesh,Mathura,Late Rabi,Rainfed,KMH-218 Plus; Raakhi 1899; Diyara Composite
Uttar Pradesh,Mathura,Late Rabi,Limited Irrigation,KMH-218 Plus; Kaushal 3339
Uttar Pradesh,Agra,Kharif,Irrigated,Pusa HM-9 Improved; CO 6; DMRH-1308
Uttar Pradesh,Agra,Kharif,Rainfed,HM-10; DMRH-1301
Uttar Pradesh,Agra,Kharif,Limited Irrigation,HM-10; MM 9344
Uttar Pradesh,Agra,Rabi,Irrigated,Pusa HM-9 Improved; CT 7722; HQPM-7; PMH-10
Uttar Pradesh,Agra,Rabi,Rainfed,KMH-3426; DMRH-1308; Vijay; DMRH-1308
Uttar Pradesh,Agra,Rabi,Limited Irrigation,Pusa HM-9 Improved; CT 7722; Him 123
Uttar Pradesh,Agra,Summer,Irrigated,KMH-3426; Sugar 75; DMRH-1308; Pratap Hybrid Maize-1
Uttar Pradesh,Agra,Summer,Rainfed,KMH-218 Plus; P2848W; Aadarsh 3636
Uttar Pradesh,Agra,Summer,Limited Irrigation,KMH-3426; Sugar 75; DMRH-1305; Rattan
Uttar Pradesh,Agra,Early Kharif,Irrigated,Pusa HM-9 Improved; Prakash; P2848W
Uttar Pradesh,Agra,Early Kharif,Rainfed,KMH-3426; Prakash
Uttar Pradesh,Agra,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Prakash; Prakash
Uttar Pradesh,Agra,Main Kharif,Irrigated,KMH-3426; CT 7722; HQPM-7
Uttar Pradesh,Agra,Main Kharif,Rainfed,KMH-3426; VL Baby corn 1; Diyara Composite
Uttar Pradesh,Agra,Main Kharif,Limited Irrigation,Pusa HM-9 Improved; HQPM-7; Him 123; Sona
Uttar Pradesh,Agra,Late Kharif,Irrigated,KMH-218 Plus; Late varieties
Uttar Pradesh,Agra,Late Kharif,Rainfed,Pusa HM-9 Improved; PMH-3; Amber
Uttar Pradesh,Agra,Late Kharif,Limited Irrigation,HM-10; PMH-3; Prakash; KMH-218 Plus
Uttar Pradesh,Agra,Early Rabi,Irrigated,KMH-218 Plus; P2809W
Uttar Pradesh,Agra,Early Rabi,Rainfed,KMH-3426; CT 1188; Amber; Gujarat Makai-6
Uttar Pradesh,Agra,Early Rabi,Limited Irrigation,KMH-218 Plus; Aadarsh 3636; DMRH-1305; Pratap Makka-9
Uttar Pradesh,Agra,Main Rabi,Irrigated,KMH-3426; Pusa HM4 Improved; DMRH-1308
Uttar Pradesh,Agra,Main Rabi,Rainfed,Pusa HM-9 Improved; Bisco 555; Amber
Uttar Pradesh,Agra,Main Rabi,Limited Irrigation,Pusa HM-9 Improved; HM 4; Malwa King; HM-10
Uttar Pradesh,Agra,Late Rabi,Irrigated,KMH-218 Plus; Kaushal 3339; DMRH-1308; Paras
Uttar Pradesh,Agra,Late Rabi,Rainfed,KMH-3426; Kaushal 3339; Aadarsh 3636; HQPM-7
Uttar Pradesh,Agra,Late Rabi,Limited Irrigation,Pusa HM-9 Improved; Raakhi 1899
Uttar Pradesh,Firozabad,Kharif,Irrigated,KMH-3426; DMRH-1301; P2848W
Uttar Pradesh,Firozabad,Kharif,Rainfed,Pusa HM-9 Improved; MM 9344; Vijay
Uttar Pradesh,Firozabad,Kharif,Limited Irrigation,HM-10; Bisco 855
Uttar Pradesh,Firozabad,Rabi,Irrigated,KMH-218 Plus; P2848W
Uttar Pradesh,Firozabad,Rabi,Rainfed,KMH-3426; CT 7722; Diyara Composite
Uttar Pradesh,Firozabad,Rabi,Limited Irrigation,Pusa HM-9 Improved; P2848W
Uttar Pradesh,Firozabad,Summer,Irrigated,Pusa HM-9 Improved; P2809W
Uttar Pradesh,Firozabad,Summer,Rainfed,KMH-218 Plus; P2809W; Aadarsh 3636; BPCH 6
Uttar Pradesh,Firozabad,Summer,Limited Irrigation,KMH-218 Plus; Hi-Starch; Malwa King
Uttar Pradesh,Firozabad,Early Kharif,Irrigated,KMH-218 Plus; DHM 115; P2848W
Uttar Pradesh,Firozabad,Early Kharif,Rainfed,HM-10; Pusa Extra Early Hybrid Makka-5; Amber; Shaktiman-2
Uttar Pradesh,Firozabad,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Early Composite; Him 123; PEH-2
Uttar Pradesh,Firozabad,Main Kharif,Irrigated,HM-10; Pearl Popcorn; P2848W; Bio-22027
Uttar Pradesh,Firozabad,Main Kharif,Rainfed,KMH-218 Plus; Ganga-4; Vijay; Madhuri
Uttar Pradesh,Firozabad,Main Kharif,Limited Irrigation,KMH-3426; DK-701
Uttar Pradesh,Firozabad,Late Kharif,Irrigated,Pusa HM-9 Improved; PMH-3
Uttar Pradesh,Firozabad,Late Kharif,Rainfed,KMH-218 Plus; PMH-3
Uttar Pradesh,Firozabad,Late Kharif,Limited Irrigation,KMH-218 Plus; PMH-3
Uttar Pradesh,Firozabad,Early Rabi,Irrigated,Pusa HM-9 Improved; P2809W; CO 6; Ganga-5
Uttar Pradesh,Firozabad,Early Rabi,Rainfed,KMH-3426; P2809W; Diyara Composite
Uttar Pradesh,Firozabad,Early Rabi,Limited Irrigation,Pusa HM-9 Improved; CT 1188; Malwa King
Uttar Pradesh,Firozabad,Main Rabi,Irrigated,HM-10; BPCH 6
Uttar Pradesh,Firozabad,Main Rabi,Rainfed,HM-10; P2809W
Uttar Pradesh,Firozabad,Main Rabi,Limited Irrigation,Pusa HM-9 Improved; Himalayan 123
Uttar Pradesh,Firozabad,Late Rabi,Irrigated,Pusa HM-9 Improved; CT 7722; CO 6
Uttar Pradesh,Firozabad,Late Rabi,Rainfed,Pusa HM-9 Improved; CT 7722; Amber
Uttar Pradesh,Firozabad,Late Rabi,Limited Irrigation,HM-10; CT 7722
Uttar Pradesh,Mainpuri,Kharif,Irrigated,Pusa HM-9 Improved; MM 9344; DMRH-1308
Uttar Pradesh,Mainpuri,Kharif,Rainfed,HM-10; CO 6; Amber; Vikram
Uttar Pradesh,Mainpuri,Kharif,Limited Irrigation,KMH-3426; CO 6; Prakash; Pusa Bio fortified Maize Hybrid-4
Uttar Pradesh,Mainpuri,Rabi,Irrigated,Pusa HM-9 Improved; Kaushal 3339; HQPM-7
Uttar Pradesh,Mainpuri,Rabi,Rainfed,KMH-218 Plus; DMRH-1308; Aadarsh 3636
Uttar Pradesh,Mainpuri,Rabi,Limited Irrigation,KMH-218 Plus; DMRH-1308; Him 123; Hi-Starch
Uttar Pradesh,Mainpuri,Summer,Irrigated,KMH-218 Plus; P2848W
Uttar Pradesh,Mainpuri,Summer,Rainfed,Pusa HM-9 Improved; Sugar 75
Uttar Pradesh,Mainpuri,Summer,Limited Irrigation,HM-10; Sugar 75; DMRH-1305
Uttar Pradesh,Mainpuri,Early Kharif,Irrigated,KMH-218 Plus; Prakash; DMRH-1308
Uttar Pradesh,Mainpuri,Early Kharif,Rainfed,KMH-218 Plus; Prakash
Uttar Pradesh,Mainpuri,Early Kharif,Limited Irrigation,HM-10; Pusa Extra Early Hybrid Makka-5; Malwa King
Uttar Pradesh,Mainpuri,Main Kharif,Irrigated,KMH-218 Plus; P2848W
Uttar Pradesh,Mainpuri,Main Kharif,Rainfed,Pusa HM-9 Improved; Bright Gene
Uttar Pradesh,Mainpuri,Main Kharif,Limited Irrigation,KMH-3426; CT 7722; DMRH-1305
Uttar Pradesh,Mainpuri,Late Kharif,Irrigated,HM-10; PMH-3
Uttar Pradesh,Mainpuri,Late Kharif,Rainfed,Pusa HM-9 Improved; NMH-731
Uttar Pradesh,Mainpuri,Late Kharif,Limited Irrigation,KMH-3426; Late varieties; Him 123; Early Composite
Uttar Pradesh,Mainpuri,Early Rabi,Irrigated,KMH-218 Plus; P2809W
Uttar Pradesh,Mainpuri,Early Rabi,Rainfed,HM-10; P2809W
Uttar Pradesh,Mainpuri,Early Rabi,Limited Irrigation,Pusa HM-9 Improved; CT 1188; Him 123; Hi-Starch
Uttar Pradesh,Mainpuri,Main Rabi,Irrigated,KMH-3426; Mitra; P2848W; HQPM-5
Uttar Pradesh,Mainpuri,Main Rabi,Rainfed,KMH-3426; Pusa Extra Early Hybrid Makka-5; Vijay
Uttar Pradesh,Mainpuri,Main Rabi,Limited Irrigation,HM-10; Pearl Popcorn; Prakash; Hi-Starch
Uttar Pradesh,Mainpuri,Late Rabi,Irrigated,KMH-218 Plus; Kaushal 3339; CO 6
Uttar Pradesh,Mainpuri,Late Rabi,Rainfed,HM-10; Raakhi 1899; Aadarsh 3636
Uttar Pradesh,Mainpuri,Late Rabi,Limited Irrigation,KMH-3426; Kaushal 3339; Malwa King
Uttar Pradesh,Etah,Kharif,Irrigated,Pusa HM-9 Improved; MM 9344
Uttar Pradesh,Etah,Kharif,Rainfed,Pusa HM-9 Improved; DMRH-1301; Aadarsh 3636; PFM-66
Uttar Pradesh,Etah,Kharif,Limited Irrigation,KMH-3426; CO 6; Prakash
Uttar Pradesh,Etah,Rabi,Irrigated,Pusa HM-9 Improved; Kaushal 3339; DMRH-1308; Maize Hybrid AH-58
Uttar Pradesh,Etah,Rabi,Rainfed,Pusa HM-9 Improved; Kaushal 3339
Uttar Pradesh,Etah,Rabi,Limited Irrigation,KMH-218 Plus; DMRH-1308
Uttar Pradesh,Etah,Summer,Irrigated,Pusa HM-9 Improved; P2848W
Uttar Pradesh,Etah,Summer,Rainfed,KMH-3426; P2809W
Uttar Pradesh,Etah,Summer,Limited Irrigation,HM-10; P2848W; Prakash
Uttar Pradesh,Etah,Early Kharif,Irrigated,HM-10; Prakash; DMRH-1308; Sartaj
Uttar Pradesh,Etah,Early Kharif,Rainfed,KMH-218 Plus; Pusa Extra Early Hybrid Makka-5; Aadarsh 3636; Chandramani
Uttar Pradesh,Etah,Early Kharif,Limited Irrigation,KMH-218 Plus; Pusa Extra Early Hybrid Makka-5; Prakash
Uttar Pradesh,Etah,Main Kharif,Irrigated,HM-10; Bisco 855
Uttar Pradesh,Etah,Main Kharif,Rainfed,KMH-3426; Bisco 555; Diyara Composite; NMH-803
Uttar Pradesh,Etah,Main Kharif,Limited Irrigation,KMH-3426; Agraj; Him 123; PEH-2
Uttar Pradesh,Etah,Late Kharif,Irrigated,HM-10; NMH-731; DMRH-1308; DMRH-1308
Uttar Pradesh,Etah,Late Kharif,Rainfed,HM-10; Late varieties
Uttar Pradesh,Etah,Late Kharif,Limited Irrigation,Pusa HM-9 Improved; Late varieties; DMRH-1305; MMH 133
Uttar Pradesh,Etah,Early Rabi,Irrigated,Pusa HM-9 Improved; Aadarsh 3636; HQPM-7; Ganga-4
Uttar Pradesh,Etah,Early Rabi,Rainfed,Pusa HM-9 Improved; Aadarsh 3636; Amber
Uttar Pradesh,Etah,Early Rabi,Limited Irrigation,KMH-218 Plus; Aadarsh 3636; Him 123
Uttar Pradesh,Etah,Main Rabi,Irrigated,KMH-3426; Pusa Extra Early Hybrid Makka-5; HQPM-7; Pratap Makka-9
Uttar Pradesh,Etah,Main Rabi,Rainfed,KMH-3426; Shaktiman-4; Vijay; MM 9344
Uttar Pradesh,Etah,Main Rabi,Limited Irrigation,Pusa HM-9 Improved; Him 128
Uttar Pradesh,Etah,Late Rabi,Irrigated,KMH-3426; Raakhi 1899
Uttar Pradesh,Etah,Late Rabi,Rainfed,KMH-218 Plus; Raakhi 1899
Uttar Pradesh,Etah,Late Rabi,Limited Irrigation,KMH-218 Plus; Kaushal 3339; Malwa King; Gujarat Makai-6
Uttar Pradesh,Kasganj,Kharif,Irrigated,KMH-3426; DMRH-1301
Uttar Pradesh,Kasganj,Kharif,Rainfed,Pusa HM-9 Improved; Bisco 855
Uttar Pradesh,Kasganj,Kharif,Limited Irrigation,KMH-218 Plus; Bisco 855; Him 123
Uttar Pradesh,Kasganj,Rabi,Irrigated,KMH-218 Plus; CT 7722
Uttar Pradesh,Kasganj,Rabi,Rainfed,KMH-218 Plus; CT 7722
Uttar Pradesh,Kasganj,Rabi,Limited Irrigation,HM-10; CT 7722
Uttar Pradesh,Kasganj,Summer,Irrigated,KMH-218 Plus; Sugar 75; P2848W; Bright Gene
Uttar Pradesh,Kasganj,Summer,Rainfed,KMH-3426; P2848W; Diyara Composite
Uttar Pradesh,Kasganj,Summer,Limited Irrigation,HM-10; P2809W; Malwa King
Uttar Pradesh,Kasganj,Early Kharif,Irrigated,KMH-218 Plus; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Kasganj,Early Kharif,Rainfed,HM-10; Early Composite; Aadarsh 3636
Uttar Pradesh,Kasganj,Early Kharif,Limited Irrigation,KMH-218 Plus; Prakash; Him 123
Uttar Pradesh,Kasganj,Main Kharif,Irrigated,HM-10; LQMH-1; DMRH-1308
Uttar Pradesh,Kasganj,Main Kharif,Rainfed,Pusa HM-9 Improved; Him 128
Uttar Pradesh,Kasganj,Main Kharif,Limited Irrigation,KMH-218 Plus; Naveen Composite; DMRH-1305
Uttar Pradesh,Kasganj,Late Kharif,Irrigated,HM-10; NMH-731; CO 6
Uttar Pradesh,Kasganj,Late Kharif,Rainfed,Pusa HM-9 Improved; NMH-731; Vijay; Vikram
Uttar Pradesh,Kasganj,Late Kharif,Limited Irrigation,KMH-3426; PMH-3; Him 123
Uttar Pradesh,Kasganj,Early Rabi,Irrigated,Pusa HM-9 Improved; Aadarsh 3636; CO 6; Gujarat Makai-6
Uttar Pradesh,Kasganj,Early Rabi,Rainfed,Pusa HM-9 Improved; P2809W
Uttar Pradesh,Kasganj,Early Rabi,Limited Irrigation,KMH-218 Plus; CT 1188; Him 123; Sugar 75
Uttar Pradesh,Kasganj,Main Rabi,Irrigated,Pusa HM-9 Improved; Vivek QPM 9; HQPM-7; Shaktiman-1
Uttar Pradesh,Kasganj,Main Rabi,Rainfed,Pusa HM-9 Improved; Diyara Composite; Aadarsh 3636
Uttar Pradesh,Kasganj,Main Rabi,Limited Irrigation,KMH-3426; BPCH 6
Uttar Pradesh,Kasganj,Late Rabi,Irrigated,KMH-3426; CT 7722
Uttar Pradesh,Kasganj,Late Rabi,Rainfed,KMH-3426; CT 7722; Vijay; Diyara Composite
Uttar Pradesh,Kasganj,Late Rabi,Limited Irrigation,KMH-218 Plus; Raakhi 1899; Prakash
Uttar Pradesh,Hathras,Kharif,Irrigated,Pusa HM-9 Improved; MM 9344
Uttar Pradesh,Hathras,Kharif,Rainfed,Pusa HM-9 Improved; Bisco 855; Aadarsh 3636
Uttar Pradesh,Hathras,Kharif,Limited Irrigation,KMH-3426; Bisco 855; Prakash
Uttar Pradesh,Hathras,Rabi,Irrigated,KMH-218 Plus; DMRH-1308; HQPM-7
Uttar Pradesh,Hathras,Rabi,Rainfed,Pusa HM-9 Improved; Kaushal 3339; Aadarsh 3636
Uttar Pradesh,Hathras,Rabi,Limited Irrigation,Pusa HM-9 Improved; CT 7722; Malwa King
Uttar Pradesh,Hathras,Summer,Irrigated,HM-10; Hi-Starch; P2848W
Uttar Pradesh,Hathras,Summer,Rainfed,HM-10; Hi-Starch
Uttar Pradesh,Hathras,Summer,Limited Irrigation,HM-10; Sugar 75; DMRH-1305
Uttar Pradesh,Hathras,Early Kharif,Irrigated,KMH-3426; DHM 115
Uttar Pradesh,Hathras,Early Kharif,Rainfed,KMH-218 Plus; Prakash; Vijay
Uttar Pradesh,Hathras,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Early Composite; Malwa King; HQPM-4
Uttar Pradesh,Hathras,Main Kharif,Irrigated,KMH-3426; Ganga Hybrid-101; P2848W
Uttar Pradesh,Hathras,Main Kharif,Rainfed,HM-10; Aadarsh 3636; Diyara Composite
Uttar Pradesh,Hathras,Main Kharif,Limited Irrigation,Pusa HM-9 Improved; Bio-22027
Uttar Pradesh,Hathras,Late Kharif,Irrigated,KMH-3426; Late varieties; P2848W; Pratap Hybrid Maize-1
Uttar Pradesh,Hathras,Late Kharif,Rainfed,Pusa HM-9 Improved; NMH-731; Aadarsh 3636; DK-701
Uttar Pradesh,Hathras,Late Kharif,Limited Irrigation,Pusa HM-9 Improved; NMH-731; Malwa King; DMRH-1301
Uttar Pradesh,Hathras,Early Rabi,Irrigated,KMH-218 Plus; P2809W; DMRH-1308
Uttar Pradesh,Hathras,Early Rabi,Rainfed,Pusa HM-9 Improved; P2809W; Vijay; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Hathras,Early Rabi,Limited Irrigation,KMH-218 Plus; Aadarsh 3636; Prakash
Uttar Pradesh,Hathras,Main Rabi,Irrigated,Pusa HM-9 Improved; Paravati
Uttar Pradesh,Hathras,Main Rabi,Rainfed,KMH-3426; MMH 133
Uttar Pradesh,Hathras,Main Rabi,Limited Irrigation,Pusa HM-9 Improved; KMH-3426
Uttar Pradesh,Hathras,Late Rabi,Irrigated,HM-10; Raakhi 1899
Uttar Pradesh,Hathras,Late Rabi,Rainfed,HM-10; Raakhi 1899
Uttar Pradesh,Hathras,Late Rabi,Limited Irrigation,HM-10; Raakhi 1899; Prakash; DHM 115
Uttar Pradesh,Muzaffarnagar,Kharif,Irrigated,KMH-3426; Bisco 855; CO 6; Him 128
Uttar Pradesh,Muzaffarnagar,Kharif,Rainfed,Pusa HM-9 Improved; MM 9344; Amber; Paravati
Uttar Pradesh,Muzaffarnagar,Kharif,Limited Irrigation,KMH-218 Plus; Bisco 855; Malwa King; Vikram
Uttar Pradesh,Muzaffarnagar,Rabi,Irrigated,Pusa HM-9 Improved; Kaushal 3339; P2848W; Gujarat Makai-6
Uttar Pradesh,Muzaffarnagar,Rabi,Rainfed,KMH-218 Plus; DMRH-1308; Diyara Composite; African Tall
